id,listing_id,num_bedrooms,num_bathrooms,accommodates_guests,property_type,room_type,location_neighborhood,latitude,longitude,amenities_list,host_is_superhost,average_guest_rating,num_reviews,historical_occupancy_rate_percent,minimum_nights_stay,distance_to_city_center_km,public_transport_proximity,seasonal_period,local_demand_index_2025,price_per_night_inr
3479,Coach,Also,2618.13,Decade,Happy,Hundred,Itself,6762.71,6610.95,Present,American,1101.49,Find,1033.87,Writer,8943.71,Agent,Benefit,9318.25,2711.89
3480,Too,Later,1518.49,Bit,Treat,Operation,Number,4443.62,6100.65,Also,Tree,5035.98,Contain,4371.82,Movie,9774.58,Local,Threat,3363.15,6626.22
3481,Couple,Stock,2588.1,Main,Sister,Show,Point,665.6,9205.86,Benefit,Use,9782.9,Truth,8375.05,Fish,4564.79,Apply,Girl,2166.01,2269.79
3482,However,Cut,3902.63,Own,Bring,Strategy,Possible,5940.31,1994.63,Finish,Glass,7693.26,Because,4530.04,Bank,7371.01,Almost,Of,7344.83,9437.61
3483,Training,Generation,6620.63,Note,Water,Fast,Approach,2578.17,8399.68,Benefit,Include,407.66,New,6121.28,Heavy,1198.16,Imagine,Deep,8172.58,2460.61
3484,Success,Grow,7615.88,Maintain,Worker,News,Hear,9449.91,7770.51,Cause,Power,2214.02,Part,9721.88,Deep,5537.73,Body,Bill,6110.14,7194.84
3485,Than,Support,4660.73,Foreign,Candidate,Majority,Stock,3648.95,4732.0,Sing,Process,7070.46,Growth,8856.12,Democratic,7484.81,Budget,Continue,8089.6,1685.27
3486,Attention,Newspaper,9947.58,Experience,Perform,Nature,Successful,5464.03,8030.62,Again,Modern,3765.2,Stand,2299.2,Six,6651.56,Pick,Center,1538.05,3920.56
3487,Daughter,Challenge,7005.74,Raise,Far,Always,Onto,1489.18,7106.28,Recognize,Moment,9500.02,Investment,8818.32,Story,850.98,Produce,Well,2424.76,5475.31
3488,Edge,Part,1910.78,Field,Next,Involve,Final,6902.76,4925.07,Wrong,Budget,361.65,Pattern,6753.45,Theory,2937.21,Enter,Write,6643.43,1822.13
3489,Anything,Despite,4016.34,Stuff,Century,Six,Heavy,1482.15,2340.51,Thought,Attorney,4492.46,Now,9608.12,Employee,7585.44,Special,Fly,6381.53,4123.29
3490,Program,Door,5366.41,Performance,Girl,Almost,Final,8317.99,5122.07,Road,Rate,6169.44,Either,8968.65,Experience,7229.0,Movement,Into,1078.39,8661.57
3491,Senior,Kind,3014.53,War,Clearly,Standard,Save,7761.84,3342.44,Own,Safe,2385.65,Measure,6264.09,Sister,4241.71,Indeed,Take,9592.87,2148.9
3492,Itself,Although,7667.86,Cost,Mother,From,Pressure,3164.92,712.59,Particularly,Method,8641.63,Surface,7175.33,Six,6486.18,Begin,Land,2349.32,5876.42
3493,Quality,Artist,3961.18,News,Radio,Phone,Plant,1335.47,8943.2,Sound,Among,9207.6,Shake,5496.71,Most,2377.82,Small,Feel,7131.69,2857.67
3494,In,Occur,8510.63,Dog,Various,Future,Wind,1660.55,5190.88,Along,Very,2821.91,Resource,7962.53,Sign,7449.4,Loss,Beyond,740.67,9388.11
3495,Energy,Action,6686.74,Kind,Population,Spring,Decade,1417.64,1911.51,Drug,Book,8885.54,Measure,3634.1,Produce,8948.81,Tend,Condition,9932.54,2299.25
3496,Issue,New,6965.54,Apply,College,Offer,Life,6694.02,4107.78,Among,Property,744.61,Present,3369.16,That,9532.91,No,Idea,2845.95,7929.09
3497,Certainly,Court,5756.11,Plant,Police,Wife,Occur,3452.71,8296.33,Note,Necessary,7668.09,Able,6795.26,From,5193.84,Pretty,Hold,4488.77,3544.32
3498,Card,Hot,7719.78,Design,On,Guess,Use,7908.53,3369.15,Growth,Guy,2758.36,House,467.81,Everyone,3178.42,Office,Miss,3495.86,1218.43
3499,Threat,Crime,5140.14,Century,Trouble,Major,Animal,3650.21,582.2,Put,Apply,4799.5,When,5097.4,Artist,5997.25,Than,Pattern,8346.27,7771.1
3500,Drug,Wind,8269.44,Member,Look,Second,Everybody,1302.77,5038.85,Head,Finish,756.04,Give,5334.77,Memory,6286.96,High,Late,2770.58,9789.09
3501,Often,Stage,4310.71,Issue,While,Final,Education,4332.83,601.33,Arm,Staff,1584.1,Air,8899.33,Cover,223.07,Stuff,Bank,7394.9,3871.22
3502,That,Nothing,4140.86,Democratic,Individual,Hear,Thus,551.93,1052.17,Far,Show,61.33,Once,7576.78,Prepare,4552.74,Public,Say,4013.24,6578.67
3503,Attention,Second,881.01,Popular,Treat,Performance,Alone,980.34,2075.05,Career,Onto,1906.27,Line,2604.18,Save,6732.06,Quickly,Share,9611.63,8266.6
3504,Benefit,Evening,6259.63,Artist,There,Growth,Surface,6967.7,4928.63,Situation,News,6538.1,Past,2379.19,Final,8173.37,Her,Store,2194.43,5546.49
3505,Learn,Challenge,8667.05,Security,Adult,Impact,Great,2497.97,8556.38,Rule,Floor,9390.82,Stay,1078.09,Girl,6746.05,Culture,Class,6531.53,3167.0
3506,Bad,Radio,7980.6,Item,Democratic,Already,Couple,3234.78,758.92,Laugh,Take,1119.51,Cell,9240.91,Life,3661.99,Certain,National,196.74,5824.53
3507,Point,Actually,6395.58,Become,Accept,Purpose,Visit,120.02,3992.64,Effect,Girl,6488.32,Recent,8172.93,Side,345.53,Ready,Spend,4856.21,1612.39
3508,Could,Style,1210.79,Fight,High,Real,Probably,568.86,743.55,Run,Investment,7446.13,Result,3750.03,Listen,8965.84,Indicate,Someone,4703.27,5038.64
3509,Director,Old,7408.21,Center,Notice,Pass,Hair,7100.39,8643.4,Rest,City,8441.65,His,4610.0,Citizen,9353.99,Dinner,Offer,1292.29,5472.43
3510,Build,Hair,6363.21,Tonight,Three,That,Exactly,8184.82,8365.66,View,Without,9980.95,Edge,5014.08,Into,3655.22,Event,Image,7039.51,3084.53
3511,Pressure,Congress,3173.99,Own,Eat,Something,Song,8462.03,2998.3,Federal,Apply,5415.94,Better,1468.38,Top,5427.86,Would,Mother,1712.23,7442.08
3512,Power,Behavior,7914.05,East,Kitchen,Student,Campaign,4108.52,3560.14,Claim,Western,5522.73,Condition,3760.45,Appear,1730.39,Approach,Seven,9493.23,1471.05
3513,Meet,Image,5133.73,Financial,Suddenly,Present,Seven,1268.59,3794.7,There,Happen,5107.96,Building,2986.12,Pattern,6129.71,Rather,Decide,426.29,5779.96
3514,Hospital,Sense,2370.44,Usually,Economic,Democratic,Rather,3955.56,3129.25,Peace,Thing,5329.76,Risk,9907.27,Guess,1179.61,Final,Former,2334.14,3262.86
3515,Half,Fall,1128.35,Choose,Material,Respond,Sense,6710.69,925.43,Friend,Myself,8628.01,Store,4950.56,Federal,2175.01,Culture,Do,7437.79,1907.54
3516,Idea,Then,6040.33,Ahead,Risk,Then,Tough,9256.79,8187.31,Six,Strategy,7936.76,Glass,8321.52,Heavy,9176.74,Discussion,Item,8859.46,2803.63
3517,Similar,Prove,45.37,Customer,Majority,White,He,4174.72,4744.91,Seem,Might,5582.39,Them,9057.27,Within,7226.05,Seem,Crime,292.04,2373.8
3518,Star,Trip,7550.05,Star,Soon,Plan,Matter,9486.83,6471.36,Lead,Seem,5231.41,Those,9822.54,Difficult,6507.54,Again,Source,1172.82,7212.3
3519,Deep,Mr,6501.95,Agency,Relationship,Understand,Message,1124.95,9101.14,Friend,Rest,8714.79,Among,2986.07,Act,8820.14,Easy,Bad,9193.13,2699.88
3520,Red,Indeed,7740.28,Not,Dark,Serve,Effect,5375.84,3368.9,Style,Official,7343.58,Task,8220.7,Realize,1893.5,Which,Very,5397.92,6619.64
3521,Care,Seek,7781.97,Republican,Happy,Answer,Enter,6179.72,8665.75,Manage,Behavior,5214.71,Certain,972.52,Compare,7950.16,Suddenly,Democrat,9684.19,9642.2
3522,Work,Deal,6688.09,Least,Customer,Performance,Particularly,8606.79,432.03,Per,Site,7326.7,Whose,2027.74,That,1020.48,Kid,Black,926.71,6214.6
3523,Wife,Series,7684.18,Remain,Production,Deal,Tend,4029.6,6918.02,Rest,Who,3495.97,Forget,5197.66,Onto,6255.1,Travel,Clearly,5113.15,8710.34
3524,Sell,Age,2137.2,Occur,Politics,Interview,Moment,8480.6,7296.83,Star,Method,6343.31,Pass,5570.98,Agreement,8745.08,Example,International,7037.51,4256.6
3525,Yet,Particular,7244.44,Sound,Suddenly,Trouble,Likely,3741.18,9098.04,Fast,Bar,2543.82,Plan,9261.0,Room,7853.07,Above,Mouth,9686.9,2477.94
3526,Another,Magazine,2701.96,Painting,Brother,Science,Good,5231.34,1767.38,Image,Analysis,8031.92,Term,4647.27,Interesting,942.14,Line,Three,2619.27,2229.8
3527,Dream,Meet,6666.89,Upon,Without,Language,Strategy,8792.53,9978.96,Grow,Right,1046.37,Not,4979.76,School,9243.22,Close,Lay,5283.0,535.7
3528,Check,Word,7075.9,Close,A,Religious,Mother,9784.06,1088.47,Buy,Relate,1592.93,North,8604.14,Pattern,7665.55,Clearly,Reach,3740.44,9351.36
3529,Unit,Listen,2420.13,Focus,Create,Yet,Single,6496.68,2775.22,Capital,Report,5042.2,Candidate,2841.04,Item,1251.93,Area,This,3816.83,7234.97
3530,Hear,Better,2977.5,Natural,Hair,Million,Possible,5479.8,1197.78,Change,Performance,7376.37,Something,6469.34,Bill,382.4,Save,Alone,8197.98,3267.93
3531,Race,Region,8874.78,Total,Others,Both,Baby,2295.98,5360.31,Yeah,At,900.55,Act,923.59,As,8155.72,Box,Standard,4787.46,1756.9
3532,Later,Office,3651.54,Model,Who,Option,Suffer,1117.57,5477.66,Ok,Trade,9771.0,Life,9505.33,Election,1445.62,Meeting,Record,571.75,2997.23
3533,Window,They,103.39,Fear,Attention,Like,Cultural,760.7,2821.39,Matter,Quality,9480.6,Cover,8571.81,Moment,5905.86,Early,Whole,8441.63,6820.91
3534,Hold,General,7722.79,Contain,Relate,Public,Magazine,2817.24,5493.59,Across,Especially,4966.85,Act,1506.28,Carry,240.5,Southern,Specific,6421.48,6490.4
3535,School,Easy,4046.93,Finish,Wrong,Prevent,We,1354.89,4191.22,Soon,Us,3601.37,Hard,8714.59,Wonder,8338.93,Site,Hit,854.97,6799.18
3536,Dark,Could,2479.36,Yet,Born,East,Soon,1114.64,2997.13,Others,Quickly,1959.3,Either,4101.93,Detail,691.88,Way,Road,4126.1,2849.3
3537,Produce,Stop,9285.73,Each,Down,Speech,Fish,899.82,2636.14,Community,Both,9178.74,Song,5334.92,Including,4586.75,Herself,Value,3387.14,586.78
3538,Develop,Rather,8290.59,Matter,Suffer,Community,Policy,7876.62,2469.8,Support,Tv,5228.93,Stage,6102.82,Option,7433.32,Station,Want,6880.2,5228.96
3539,Contain,Six,2669.34,Music,Food,Single,Apply,2429.27,6405.49,Make,Career,6202.47,Data,7529.49,Lawyer,5489.88,Owner,He,8214.06,7578.43
3540,Decide,Owner,9591.98,Local,Deep,Business,Research,7742.64,6478.55,Become,Military,5062.32,Specific,3049.58,Show,8322.71,Before,Particular,2239.53,8845.24
3541,Individual,Pull,3514.15,Personal,Good,Woman,Turn,9320.73,9426.23,Rock,History,361.79,Adult,4409.05,Father,7707.4,Television,Hand,7626.82,5732.79
3542,Network,Most,3733.53,Environmental,May,Executive,Western,1504.07,2340.98,Turn,Draw,7469.02,Let,8004.93,Much,8289.22,Building,Task,2056.54,5040.63
3543,Whatever,Type,1032.3,Determine,Marriage,Investment,Hope,6382.87,9078.85,Fly,Discover,4635.77,Radio,4753.81,Hospital,198.29,Happy,Government,7497.33,9353.81
3544,Writer,Expert,8370.42,Evening,Window,Good,Of,7932.9,41.34,Voice,Morning,5196.84,Window,1542.36,Anyone,6654.02,White,Eye,348.64,7939.05
3545,Town,Out,3246.1,Subject,Turn,Window,And,9359.54,9688.77,My,Feel,839.06,Condition,8207.1,Break,1806.34,Such,Nation,4860.74,466.26
3546,Responsibility,Force,2186.29,Should,Yourself,Drop,Floor,707.37,2678.44,Hospital,Whole,6466.67,Response,2704.95,Benefit,8335.47,Skill,Institution,6813.33,229.97
3547,Tree,Director,4675.55,Cover,Condition,Although,High,1316.46,7369.79,Security,Tend,8549.54,Inside,7719.2,Laugh,1422.5,Especially,Assume,2898.35,4410.4
3548,Anyone,Experience,9155.72,Standard,Day,Field,Rule,4482.04,5885.24,Above,Service,7399.97,Drive,6316.81,Bar,533.54,Hotel,You,3069.13,4251.98
3549,Toward,Left,597.47,Spend,Although,Also,Smile,4160.74,5803.95,Hospital,Then,7433.58,Company,9053.6,Born,9899.04,I,Major,4752.35,5205.7
3550,Audience,Face,414.02,Picture,Entire,Left,Detail,976.98,2247.43,Buy,Say,1601.6,Radio,2141.72,Probably,8823.71,Natural,Someone,785.38,5257.67
3551,I,Strong,6941.42,Keep,Else,Account,Property,2270.4,4255.45,Pull,Few,1604.68,Growth,9934.61,Measure,4293.72,Color,Court,2454.82,9148.6
3552,Newspaper,Here,2397.8,List,Inside,Agent,Worry,3336.05,984.18,Soon,Avoid,168.79,Organization,5212.14,Tend,6379.92,Debate,Defense,9406.26,1744.16
3553,White,Friend,9588.51,How,Such,Bar,Rich,6923.25,9156.25,Collection,White,2853.35,Plant,5399.9,Product,7818.79,Full,Vote,7605.49,8121.49
3554,Force,Raise,590.87,Another,Business,Name,Finally,7620.53,4762.68,Among,Time,5397.65,Throughout,2959.31,Just,4022.51,Seat,Treatment,6760.9,9601.63
3555,Mention,Bag,8743.93,International,Around,Kitchen,Area,776.1,9483.27,Star,Debate,9282.97,Above,2272.87,Eat,644.43,Training,Whatever,9114.4,4772.26
3556,About,Send,580.87,Number,Without,Remember,See,3333.07,7519.31,Father,Source,1635.53,Stock,1152.95,Establish,8916.04,Community,Employee,4928.84,8190.93
3557,Get,Treat,3109.59,Without,Clearly,High,He,5918.74,5038.29,Church,Book,9310.5,Majority,9376.58,Feeling,7218.82,Speak,Near,4850.97,8919.69
3558,Plant,Near,9682.08,Figure,On,Garden,Stock,2102.2,4414.83,A,Natural,1274.28,Page,2096.67,Plan,7442.49,Keep,State,3768.13,8166.53
3559,May,Two,844.57,Happen,Weight,Consider,Card,5099.36,3405.87,Form,Type,9190.22,Foreign,3451.63,Officer,5968.91,Me,Within,4870.16,3328.21
3560,Network,Listen,4862.13,Money,Under,Experience,Rock,6654.66,2583.88,Any,Seven,7896.21,Discover,4991.52,Assume,3623.39,Light,Economic,6628.83,9089.93
3561,Five,Woman,1635.71,Red,Same,Consider,Talk,3628.36,3975.16,His,Sit,7226.56,Accept,9604.05,Or,5704.32,Instead,Chair,4950.27,2356.57
3562,More,Again,1397.97,Rich,Improve,Their,Democratic,7141.0,9756.51,Fine,Her,4444.6,Out,6785.34,Year,6226.71,Parent,Alone,3200.68,9287.81
3563,Ability,Major,5065.11,Tough,Level,Simple,Market,9328.23,3444.74,Response,Respond,1610.52,Law,2723.26,Would,6784.27,Defense,From,3337.56,5883.67
3564,Responsibility,Technology,2058.97,Drug,Responsibility,Hear,Tax,3887.31,1663.1,Customer,Hit,2486.3,Industry,1033.84,Or,8285.97,You,Career,9079.13,8419.3
3565,Pm,Standard,1284.65,Exist,Social,Consider,Investment,3145.66,5515.11,Glass,Whole,8187.64,Apply,5089.29,Professional,1476.41,Some,Whose,5112.8,701.82
3566,Race,Stay,5983.54,Meeting,System,Huge,North,458.19,7433.24,Because,Table,8784.2,My,2663.65,Gas,61.15,Case,Message,7385.41,8046.95
3567,Address,Marriage,6388.73,Media,Yard,Appear,Certain,29.01,1440.79,About,Option,4300.98,Sometimes,6324.49,Floor,7464.33,Check,Compare,6989.42,4030.07
3568,Close,End,4040.66,International,Instead,Store,Site,1093.71,9159.3,Past,Sister,4165.43,Allow,7158.28,For,4342.11,Rate,Ago,6995.16,7899.6
3569,Light,Control,4315.65,Require,Since,Third,There,604.45,103.82,Stand,Something,9250.48,Finally,9036.65,Thank,184.84,Simply,Trip,3665.59,3462.82
3570,Star,Sound,2603.3,Ever,Late,Simple,Early,917.67,1243.12,Such,Standard,173.84,Name,2698.47,Market,929.18,Of,Store,1004.36,7367.91
3571,Plan,Pay,8774.86,Effort,Nor,Get,Cover,9367.12,2566.32,Stage,Quality,1774.07,Make,7592.55,Will,2201.78,Tend,Lay,7070.77,2498.02
3572,North,Majority,1948.55,Perform,It,Education,Usually,1788.67,933.56,Another,May,8843.64,Improve,4.68,Probably,8164.53,Result,Toward,1870.82,3868.03
3573,Weight,Land,751.71,Entire,Person,Watch,Trouble,8180.04,568.12,Very,Reflect,1523.32,Determine,1216.27,Sound,2255.53,Ball,Significant,8818.78,3375.47
3574,Money,Majority,1226.83,Beautiful,Difference,Management,Five,8159.99,1878.07,Practice,Strong,5028.29,Glass,1083.22,Sell,52.03,Debate,Million,1919.53,7935.56
3575,Simple,Voice,3892.15,Figure,Big,Town,Ball,1143.8,8834.28,Every,Rule,1677.96,Agree,513.32,Like,7101.33,Significant,Visit,9691.07,3467.06
3576,Well,Talk,9353.31,Future,Word,See,Always,1166.82,3149.71,Make,Answer,7541.67,Hotel,1945.86,Various,1737.86,More,Fund,8175.61,9694.18
3577,Painting,Measure,2751.94,Natural,Black,Act,Reality,4054.7,2181.41,International,Soon,2728.97,Concern,6424.69,Cause,8676.85,Important,Clearly,9156.04,9804.51
3578,Group,Team,2331.9,Way,Again,Participant,Yard,3269.38,1876.49,Still,Arm,9023.74,Create,3952.19,Decide,2611.34,Society,Field,1108.02,3770.82
3579,Increase,People,601.36,Prove,Young,Type,Middle,72.16,5536.17,Card,Nor,9350.51,Top,7588.17,Article,4233.79,Rate,Even,8236.25,8063.74
3580,Up,Generation,2587.37,For,Mind,Team,Ground,3709.91,181.51,Doctor,Case,1532.81,Get,4579.72,Language,2025.06,Detail,Where,6310.31,3518.07
3581,Better,Fight,9269.42,Keep,Seem,Score,Economy,2968.79,5112.53,Magazine,Age,8376.61,To,2.29,Trip,5360.57,Too,Animal,4694.15,27.42
3582,Time,Senior,8224.23,Us,Use,Major,Myself,8883.82,886.02,Involve,Police,4931.27,Leg,7703.02,Sell,6520.94,Show,Identify,4953.23,2016.12
3583,Himself,Oil,9024.35,Under,Time,Together,Whatever,2144.22,1996.68,Somebody,Democrat,806.98,Event,5490.9,Theory,9011.55,Nation,Do,2812.59,3967.95
3584,Later,Upon,6690.16,Leg,Wind,Side,Continue,7520.94,693.2,Customer,Partner,5926.4,Yes,8276.33,Fish,5672.09,Career,Above,1825.85,1718.44
3585,Entire,Family,5579.3,Talk,National,Data,Stage,5463.49,4193.66,Side,Hundred,8223.29,Part,986.31,Pretty,6239.41,Own,Who,9667.84,2903.36
3586,Leave,Budget,3778.18,Enjoy,Manager,However,Leg,1091.15,3734.33,Entire,Process,7701.63,See,3679.82,Finish,5120.27,Class,Face,9936.78,95.63
3587,Rock,Soon,546.71,Class,Strategy,I,World,7029.33,9046.9,Similar,Mission,1978.54,Produce,3426.29,Woman,1875.63,Wish,Box,3550.14,2126.98
3588,Recently,Student,7762.77,Your,Dark,Appear,Benefit,5886.79,9551.54,Respond,Instead,4533.27,Say,636.6,Care,6666.87,Protect,Agency,8128.38,8541.91
3589,Anything,Sure,6642.23,Church,Choice,Minute,Just,5492.45,7874.06,Tonight,Never,6025.87,Show,5878.47,Science,3343.43,Win,Way,8884.83,6852.23
3590,Even,Opportunity,1953.06,Fish,Theory,Recognize,Section,4094.42,5956.63,Out,Product,4293.38,Indeed,9836.12,Me,7603.99,Mouth,Article,8807.67,3819.33
3591,Seven,Red,8450.53,Into,Positive,Issue,Light,1684.61,9151.8,Option,Begin,8972.09,Bag,4777.82,Green,7482.21,But,Respond,294.81,9701.75
3592,Long,Nice,3310.57,Oil,Teach,Doctor,Role,9505.36,5764.94,Company,Arm,4449.69,Up,7585.43,Strategy,4269.6,Pick,Set,5406.11,5152.53
3593,Number,Board,574.97,Game,Hotel,Performance,Movie,7586.65,4571.18,Participant,Political,902.59,Run,6583.34,Media,5158.29,Serve,Drop,1736.75,4010.84
3594,Style,Agency,9685.43,Address,Give,In,Particular,4390.09,2133.24,Responsibility,Never,6296.89,Structure,1981.58,President,4513.64,Put,Reflect,8780.65,2409.06
3595,Party,Training,6358.03,Positive,Off,Another,Artist,5735.4,3397.86,Son,Drive,7118.89,Raise,9576.77,Owner,965.38,Animal,Pull,6661.87,5589.29
3596,Staff,Sell,8736.5,Doctor,Instead,Direction,Pattern,8407.13,304.91,Song,Down,7559.12,Lay,2192.7,Natural,6005.64,Give,Enter,3262.08,9445.88
3597,Sell,Country,6667.3,Sea,Watch,Public,Color,9799.34,1688.45,Cultural,Program,9813.77,Dream,297.0,Just,5978.14,Put,Answer,9496.58,5644.28
3598,Speak,Food,9908.59,Age,Him,Third,Bit,5771.74,1194.23,Responsibility,Nothing,3287.45,Like,6850.42,Magazine,3960.04,Common,Else,3539.67,2984.21
3599,Never,These,8690.81,Think,Follow,Word,Effect,5753.78,2663.3,Here,Provide,5807.21,Beautiful,4922.14,Thus,2455.64,Young,Prepare,2440.87,5649.72
3600,Stop,Growth,4819.08,Child,Few,Level,Physical,7178.54,3157.96,Good,Consider,4377.89,Learn,3623.88,Over,5290.23,Enter,Fight,3523.19,4584.49
3601,Consumer,Rather,4525.11,Four,Growth,Attack,Follow,928.18,4281.96,Move,Probably,9743.18,Ok,4511.13,And,1246.44,And,Another,1941.41,5947.05
3602,Usually,Amount,8897.77,Daughter,Able,National,Similar,2271.19,3876.48,Color,Us,3929.3,Matter,2604.0,Last,5850.05,Effect,College,5187.47,2165.97
3603,Consider,West,6336.15,Our,Travel,Garden,Image,8261.11,382.83,Management,Blood,4658.08,Most,2990.55,Deep,1956.86,Material,Heart,3899.23,9472.44
3604,Speak,Song,9023.67,Say,Her,Defense,Shoulder,9772.8,7537.88,On,Short,8789.04,Yourself,1437.93,Music,2464.99,Cost,Beyond,4705.56,9309.39
3605,Order,Sort,9283.9,Bad,Coach,Maintain,Take,3693.12,9583.86,Tell,Maybe,3413.53,Social,4554.78,Prevent,7098.28,Administration,Culture,3178.12,3791.47
3606,Stop,Trade,9611.05,Six,Catch,Test,Model,9840.33,3517.9,Friend,Listen,9423.92,Bill,8058.5,Society,452.77,Research,Myself,7270.98,1666.9
3607,Open,Question,6567.14,Republican,Material,Present,Room,4631.22,6765.63,Sense,Try,6389.27,Consumer,8823.96,Store,6578.44,Occur,Kitchen,3426.06,6289.19
3608,Generation,Easy,7217.02,Central,Send,Word,Shoulder,3855.9,107.7,Stage,Key,3907.17,Everybody,7288.92,Rather,8951.87,Put,Entire,1922.2,3169.08
3609,Her,Into,3559.31,Father,Image,Work,Kitchen,9044.86,1728.24,On,Common,7771.53,Indicate,4698.57,Play,1564.51,Process,Back,1712.46,2449.86
3610,Seem,Theory,3184.39,Security,Outside,Soon,Owner,8575.93,6840.13,Hear,Perform,2955.53,Western,7587.63,Member,2446.03,Body,Chair,4605.06,4535.9
3611,Half,Team,729.59,Wide,Oil,Worker,Response,9680.38,5831.51,Color,Include,9522.97,Movement,2991.87,Then,9756.2,People,Voice,3468.85,1299.83
3612,News,Example,4636.56,Affect,Some,With,Series,9848.84,1431.35,At,Myself,4919.93,Hour,1479.9,Land,3262.37,Chair,Health,7765.6,1553.58
3613,Oil,Give,8125.4,Tree,Ground,Daughter,Consider,8280.83,5280.18,Bar,Its,797.05,They,3819.33,Person,5904.83,Three,Condition,3107.07,7857.59
3614,Whether,Many,4085.51,Case,Media,Majority,Including,3382.68,2680.08,Activity,Develop,6067.89,Board,3727.1,Claim,8579.87,Paper,Until,9394.59,8924.54
3615,Different,Inside,9356.34,Determine,Husband,Open,Door,1782.77,7661.88,Among,Exactly,9503.82,Energy,5334.87,Design,5563.75,Term,My,7835.14,2383.23
3616,Through,Reduce,423.65,By,Soldier,Audience,Level,5433.06,4190.7,Nor,Responsibility,1212.18,On,4080.38,Offer,101.37,Money,Star,837.21,8888.92
3617,Until,Every,1367.86,Across,Health,My,Lead,6867.68,4790.59,Actually,Off,8464.25,Open,9368.99,Hear,849.76,Activity,Receive,4176.22,7579.25
3618,Business,Amount,1390.32,Store,Federal,First,As,6170.25,2316.85,Affect,Keep,6870.29,Rock,8842.81,Lot,4337.24,Candidate,Can,1363.69,4317.55
3619,Last,As,1960.7,Computer,Pick,Four,Baby,1945.55,9998.88,Break,Pm,7069.03,Weight,6527.98,Eye,741.93,Service,Stage,1377.4,5416.07
3620,Hair,Impact,7385.55,Artist,In,Small,Protect,6652.3,5168.69,Gun,End,3940.72,Any,256.56,Visit,5359.31,Pm,Eye,5433.75,6554.21
3621,Seat,Spend,778.36,Reflect,Her,Score,War,3262.37,9107.01,Key,Certain,6008.12,Protect,2394.98,Career,779.95,Environmental,Everything,2573.8,3397.17
3622,Lot,Prevent,2898.63,Process,Laugh,Would,Conference,5172.8,9266.98,Season,Lay,6806.46,Case,3357.37,She,9379.04,Although,And,4204.77,7242.96
3623,Floor,Science,7432.37,Education,One,There,Current,9539.92,5110.63,Professional,Face,2115.44,Now,8834.25,Billion,6708.38,Throughout,Until,2606.41,1297.79
3624,Kind,Same,8103.36,Value,Something,Most,Wide,6986.27,1922.25,Amount,Work,3303.25,Reflect,5700.75,Art,8561.1,Various,Together,1776.02,5094.95
3625,Hair,Perhaps,3167.81,Sea,Radio,Strategy,Behavior,7571.55,4858.81,Food,Back,3551.69,Firm,3133.52,Store,4521.6,Ability,Year,368.13,6511.02
3626,Measure,Sell,850.44,Popular,Soldier,Provide,Message,8870.24,5845.21,Force,Mind,7800.03,Opportunity,3936.99,Herself,9096.34,Black,Open,4756.03,4993.85
3627,Specific,Action,9383.02,Campaign,Today,Chair,Above,9697.09,8695.76,Leader,Detail,3426.83,Foreign,5671.94,Science,9027.63,White,Attack,6281.15,4511.28
3628,Environment,Newspaper,1328.27,Take,Compare,Our,Step,2751.92,8826.07,Other,Perform,8668.54,Book,1445.18,New,1453.75,Hope,Country,7858.61,6973.16
3629,Most,Direction,7296.65,Least,All,Move,American,4767.13,3710.0,Case,Blue,6984.39,Identify,5605.82,Modern,1521.95,Drug,Billion,8960.83,8312.82
3630,History,Commercial,3840.82,Morning,Hard,Among,Oil,4123.32,9881.4,Night,Sister,1004.6,Federal,8789.64,Change,7332.72,Feel,Guess,5246.05,8547.12
3631,Training,Low,7452.11,Whole,Star,Drug,Majority,6501.92,5819.89,Race,Agent,532.24,However,1311.15,Sound,3217.15,Rule,Church,6050.67,7074.87
3632,Worker,Military,164.43,Several,Sister,Scene,Group,6121.2,7585.74,Fact,Strong,6784.72,Exist,4740.88,Usually,3480.4,Talk,Accept,9509.09,1973.63
3633,Check,With,2658.28,Raise,Begin,Individual,Instead,6826.28,8255.64,Probably,Free,527.01,Stock,9331.88,Begin,211.86,Peace,Live,7412.98,9632.41
3634,Will,Religious,2064.45,If,Large,Development,East,1822.29,7610.07,Continue,Often,8312.45,Leave,7042.74,Worry,3445.82,Send,You,201.61,9982.03
3635,Sometimes,Quality,2071.42,City,Possible,Save,Practice,6975.54,2465.54,Animal,Owner,1813.06,Run,4966.27,Tax,9675.81,Either,Third,5996.0,8486.48
3636,Believe,Away,6146.41,Way,Know,Interesting,Majority,3326.27,3308.48,Control,Fine,3237.64,Since,7731.28,Eye,7910.71,Conference,Outside,6648.06,8282.5
3637,Vote,Board,2758.83,Itself,Indeed,From,Debate,7751.94,4515.72,Suddenly,Election,2531.62,Physical,4868.07,Hope,7723.02,Arrive,That,183.32,1349.61
3638,Admit,Consider,7889.5,Prove,Wonder,Force,Method,8271.57,1290.74,Investment,Customer,1293.1,Read,4264.27,Real,4761.51,Room,Play,79.51,4838.57
3639,Guess,Occur,7968.19,Soon,Agreement,Pressure,Our,2082.56,6747.47,Time,Strategy,140.9,Professional,3996.9,Particular,3609.98,Audience,Enjoy,4996.61,8600.11
3640,Wonder,Light,757.09,Amount,Election,Model,Quickly,1687.55,2141.2,Half,Term,4125.59,Fly,6404.59,Information,8785.01,Time,Natural,3759.12,8795.11
